Code_Filiere,Universite,Etablissement,Filiere,Section_Bac,Section_Bac_Nom,Score_2022,Score_2023,Score_2024,Score_2025
21629,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,"Licence en Électronique, Électrotechnique et Automatique",M,Mathématiques,102.025,109.9569,111.4298,99.32
21629,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,93.8099,100.69,104.48,95.8933
21629,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,109.5667,118.4567,121.26,100.4277
21629,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,111.33,116.5016,110.1458,118.9412
21844,Université de Carthage,ESA Mateur - École Supérieure d'Agriculture de Mateur,Licence en Sciences Agronomiques,M,Mathématiques,89.7883,95.2218,98.9585,95.7273
21844,Université de Carthage,ESA Mateur - École Supérieure d'Agriculture de Mateur,Licence en Sciences Agronomiques,S,Sciences Expérimentales,86.4117,78.3402,83.185,76.3535
21844,Université de Carthage,ESA Mateur - École Supérieure d'Agriculture de Mateur,Licence en Sciences Agronomiques,T,Sciences Techniques,110.0368,137.25,135.7991,87.7665
21846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer (Hommes),M,Mathématiques,103.25,93.0534,151.78,
21846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer (Hommes),S,Sciences Expérimentales,81.7068,85.6968,96.4937,
21846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer (Hommes),T,Sciences Techniques,89.9701,80.51,82.4983,
22101,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Arabe,L,Lettres,97.7445,98.7931,99.9365,99.8364
22101,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Arabe,S,Sciences Expérimentales,109.1347,116.507,109.6033,111.515
22101,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Arabe,I,Sciences Informatiques,96.3431,107.2432,107.0287,86.915
22101,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Arabe,E,Économie et Gestion,89.2916,84.6582,88.445,90.7852
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,L,Lettres,99.78,106.6255,108.905,104.974
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,M,Mathématiques,133.9587,120.1234,121.33,
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,S,Sciences Expérimentales,129.2507,138.6667,132.995,136.7781
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,T,Sciences Techniques,127.02,117.13,124.185,108.6452
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,I,Sciences Informatiques,117.9434,129.0046,136.3555,119.4744
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,E,Économie et Gestion,99.8585,94.4703,94.3016,86.8669
22102,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Anglais,SP,Sport,103.5548,115.35,157.49,131.1
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,L,Lettres,75.3918,68.3999,74.1566,67.82
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,S,Sciences Expérimentales,119.9291,124.3073,117.2166,120.8015
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,T,Sciences Techniques,104.88,100.1435,97.415,94.4684
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,I,Sciences Informatiques,91.4393,99.595,103.345,109.4987
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,E,Économie et Gestion,74.6573,76.9313,73.4365,70.1198
22103,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Français,SP,Sport,83.4482,97.67,83.2702,105.28
22105,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Italien,L,Lettres,90.7399,102.7149,102.4251,90.59
22105,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Italien,S,Sciences Expérimentales,100.0881,118.6202,128.8334,121.5881
22105,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Italien,T,Sciences Techniques,107.2149,109.5215,113.115,119.0644
22105,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Italien,I,Sciences Informatiques,,,,114.7023
22105,Université de Carthage,Institut Supérieur des Langues de Nabeul,Licence en Italien,E,Économie et Gestion,103.61,86.0999,104.2716,101.8983
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,L,Lettres,94.285,89.4602,87.2735,85.7949
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,M,Mathématiques,99.1034,88.81,97.2984,
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,S,Sciences Expérimentales,110.68,108.7434,95.74,99.7049
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,T,Sciences Techniques,84.6459,82.0334,80.5248,82.6101
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,I,Sciences Informatiques,86.3532,95.2407,80.1382,90.9267
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,E,Économie et Gestion,90.0299,75.8202,75.6651,72.2617
22202,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Arts Plastiques,SP,Sport,,,,111.6224
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,L,Lettres,117.2239,124.18,122.6969,129.684
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,M,Mathématiques,126.59,127.0251,139.455,
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,S,Sciences Expérimentales,140.1914,137.33,128.7585,127.6403
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,T,Sciences Techniques,108.415,112.6068,118.16,99.995
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,I,Sciences Informatiques,102.145,108.505,107.125,102.6933
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,E,Économie et Gestion,107.235,104.7802,109.0936,98.0227
22207,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design d'Espace,SP,Sport,126.93,161.59,132.175,160.0
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,L,Lettres,104.745,115.1909,107.69,110.79
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,M,Mathématiques,120.03,118.9519,105.785,
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,S,Sciences Expérimentales,126.0514,115.7045,111.3783,113.2844
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,T,Sciences Techniques,78.9318,87.1899,93.8949,68.5352
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,I,Sciences Informatiques,91.8007,90.1469,82.9999,81.7185
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,E,Économie et Gestion,91.2801,93.0274,74.5265,77.4983
22208,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Produit,SP,Sport,,,,101.88
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,L,Lettres,108.14,119.1231,106.2082,115.446
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,M,Mathématiques,108.03,106.6833,115.025,120.52
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,S,Sciences Expérimentales,123.7134,109.8409,118.6823,112.0361
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,T,Sciences Techniques,87.415,96.5497,102.9532,83.9701
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,I,Sciences Informatiques,93.315,93.63,94.5484,96.855
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,E,Économie et Gestion,97.6589,93.37,94.1065,82.7502
22209,Université de Carthage,ISBAN - Institut Supérieur des Beaux-Arts de Nabeul,Licence en Design Image,SP,Sport,91.9532,160.51,104.47,90.495
22311,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Informatique de Gestion,M,Mathématiques,146.805,140.475,138.255,104.6267
22311,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Informatique de Gestion,S,Sciences Expérimentales,136.41,145.205,128.315,128.7371
22311,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Informatique de Gestion,T,Sciences Techniques,146.525,166.295,139.6778,151.115
22311,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Informatique de Gestion,I,Sciences Informatiques,117.8625,125.945,123.85,128.245
22311,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Informatique de Gestion,E,Économie et Gestion,118.61,120.0754,130.465,123.765
22312,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences Économiques,M,Mathématiques,123.1035,117.965,115.1962,104.15
22312,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences Économiques,S,Sciences Expérimentales,122.41,132.015,122.1,119.6207
22312,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences Économiques,E,Économie et Gestion,101.215,100.17,101.285,104.055
22318,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences de Gestion,M,Mathématiques,128.83,124.045,121.2096,99.035
22318,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences de Gestion,S,Sciences Expérimentales,129.555,134.975,132.125,118.475
22318,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences de Gestion,T,Sciences Techniques,126.61,136.8851,144.4126,108.3124
22318,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences de Gestion,I,Sciences Informatiques,104.4275,113.41,116.3197,116.105
22318,Université de Carthage,Faculté des Sciences Économiques et de Gestion de Nabeul,Licence en Sciences de Gestion,E,Économie et Gestion,110.25,105.455,117.36,110.195
22391,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Administration des Affaires,M,Mathématiques,142.945,130.41,132.68,
22391,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Administration des Affaires,S,Sciences Expérimentales,147.7082,144.44,102.5345,123.64
22391,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Administration des Affaires,T,Sciences Techniques,136.4785,127.785,136.2806,142.3475
22391,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Administration des Affaires,I,Sciences Informatiques,103.1982,120.8137,127.7045,120.6479
22391,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Administration des Affaires,E,Économie et Gestion,106.9912,104.9955,113.515,109.0919
22394,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Comptabilité et Finance,M,Mathématiques,132.038,121.1561,122.585,112.9171
22394,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Comptabilité et Finance,S,Sciences Expérimentales,130.995,113.9497,121.97,125.4629
22394,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Comptabilité et Finance,T,Sciences Techniques,145.092,144.075,127.4424,144.45
22394,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Comptabilité et Finance,I,Sciences Informatiques,115.49,111.405,123.41,121.6109
22394,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Comptabilité et Finance,E,Économie et Gestion,111.8508,108.8137,121.7232,118.045
22396,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Commerce et Distribution,M,Mathématiques,137.3024,138.1745,130.1067,
22396,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Commerce et Distribution,S,Sciences Expérimentales,133.4,128.725,129.5182,128.935
22396,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Commerce et Distribution,T,Sciences Techniques,134.1941,164.5286,132.32,137.725
22396,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Commerce et Distribution,I,Sciences Informatiques,126.2175,130.3795,143.1339,133.3541
22396,Université de Gabès,ISET Nabeul - Institut Supérieur des Études Technologiques de Nabeul,Licence en Commerce et Distribution,E,Économie et Gestion,109.5697,105.005,115.87,109.1507
